date,firm_id,V,sigma_V,DD,PD
2020-10-19,JPM,621628.4194120611,0.12261417796760699,-4.604996218755865,2.0623667770109653e-06
2020-10-20,JPM,623173.4229273798,0.12206346566097899,-4.646660866599196,1.6867554030978312e-06
2020-10-21,JPM,620454.2252980069,0.12028155793018001,-4.680937300729369,1.42783137162796e-06
2020-10-22,JPM,630037.408717641,0.12198770167851256,-4.738601640560783,1.0759904090483162e-06
2020-10-23,JPM,632540.3097987637,0.12215348062405056,-4.764462187514955,9.467901053045828e-07
2020-10-26,JPM,625587.8095385914,0.12013996752338445,-4.754348909266819,9.95434809421169e-07
2020-10-27,JPM,620431.693828142,0.11845495934505058,-4.752963970233563,1.0022804024827433e-06
2020-10-28,JPM,612861.1935366514,0.11620040854461443,-4.741804596182472,1.0591144103760493e-06
2020-10-29,JPM,614560.6938449214,0.11656590452633231,-4.750328299271699,1.0154333457951382e-06
2020-10-30,JPM,616975.0821151029,0.11702327535478073,-4.7639569034815805,9.491653284603076e-07
2020-11-02,JPM,622969.683350956,0.11810662530015519,-4.801048990920382,7.891832298799637e-07
2020-11-03,JPM,631564.0755567299,0.12003929835284805,-4.835142491865638,6.652514700144512e-07
2020-11-04,JPM,623004.774950178,0.11790276933494344,-4.809183714151763,7.577393908619869e-07
2020-11-05,JPM,634128.7747578981,0.1216280706015686,-4.803724817357033,7.787041916860771e-07
2020-11-06,JPM,630394.0675891316,0.12171779005701361,-4.750743041858935,1.0133526957267555e-06
2020-11-09,JPM,668215.6664375975,0.13757207929768286,-4.611839601172599,1.9956046597549398e-06
2020-11-10,JPM,667195.9559287233,0.13753794722587456,-4.601914493518511,2.093125357296966e-06
2020-11-11,JPM,662503.3715297311,0.1359144393694034,-4.605851364149567,2.053908675694747e-06
2020-11-12,JPM,658671.7629804764,0.13462652525639066,-4.608123113467826,2.031600330690028e-06
2020-11-13,JPM,660587.4965682818,0.15305178212843654,-4.055030128995419,2.5063920589220804e-05
2020-11-16,JPM,669367.131497921,0.15465448083170996,-4.096138081159076,2.1004970917960302e-05
2020-11-17,JPM,666153.5418765458,0.15336214732423492,-4.100572733406385,2.0606443759255364e-05
2020-11-18,JPM,663805.1436147268,0.15243376947710496,-4.103310241211409,2.03640258995824e-05
2020-11-19,JPM,664674.4341153025,0.1525802086816508,-4.107147446145584,2.002877673141155e-05
2020-11-20,JPM,661986.2582731992,0.1515165615712216,-4.110300442377692,1.9757232358062692e-05
2020-11-23,JPM,670947.2850430576,0.1535048662206149,-4.14267731196166,1.7163739114749782e-05
2020-11-24,JPM,685783.5418412103,0.15619160229726117,-4.208142753647628,1.2873909731800713e-05
2020-11-25,JPM,682291.8504695407,0.15486407987163625,-4.212587482599406,1.262309426703196e-05
2020-11-27,JPM,680102.1599698642,0.15409892076846843,-4.212762858105821,1.26132937989518e-05
2020-11-30,JPM,671048.3466882216,0.15725650829176205,-4.039825217513378,2.6745524461560076e-05
2020-12-01,JPM,676084.9622960462,0.15955148646700087,-4.026304325118776,2.8330174161547412e-05
2020-12-02,JPM,682361.8798999921,0.16152072551695723,-4.031854641431599,2.766920594403523e-05
2020-12-03,JPM,680198.883587221,0.16068277134421266,-4.033961922537714,2.7422104542509648e-05
2020-12-04,JPM,683196.045386275,0.16525136906774165,-3.9445378075797497,3.997701948694914e-05
2020-12-07,JPM,681964.0478715738,0.16784110909831865,-3.8697554592170516,5.4472286908924254e-05
2020-12-08,JPM,682303.7477655633,0.17016110482072433,-3.817617210336304,6.737338804952506e-05
2020-12-09,JPM,679739.0497147499,0.16905515769309878,-3.821424830728581,6.634142901980476e-05
2020-12-10,JPM,677642.084667365,0.1681619600769257,-3.823649852632221,6.574530679081832e-05
2020-12-11,JPM,675726.297327654,0.1673532818677378,-3.8260198262355707,6.511590284281818e-05
2020-12-14,JPM,672331.31073765,0.16846661036360971,-3.769133637979842,8.190758313950564e-05
2020-12-15,JPM,677800.6464431953,0.16982849552300136,-3.7852586424157355,7.677439839964336e-05
2020-12-16,JPM,678758.2512402451,0.1729279519530098,-3.72250644610686,9.862743564412241e-05
2020-12-17,JPM,676074.168363881,0.1717278153057559,-3.726070762432302,9.724391282191332e-05
2020-12-18,JPM,674467.3831144978,0.1710318608650815,-3.7280176444840136,9.649593452822799e-05
2020-12-21,JPM,686611.3554680545,0.17307220774163082,-3.7851475983737544,7.680868869289443e-05
2020-12-22,JPM,681548.054315521,0.1708453630495821,-3.7928165392251603,7.447410068655151e-05
2020-12-23,JPM,690787.0457001496,0.17516042139336602,-3.771990430640383,8.097523429609226e-05
2020-12-24,JPM,689272.6662957943,0.176833197183263,-3.722233053106826,9.873431587073053e-05
2020-12-28,JPM,691532.4577085807,0.17850007888831673,-3.7035915031506677,0.0001062842288061847
2020-12-29,JPM,690636.1061367594,0.1798308527192965,-3.6676460937339166,0.00012239684359424235
2020-12-30,JPM,691628.6096156201,0.18329305797700618,-3.602227937158492,0.00015775076478394859
2020-01-02,TSLA,104067.73038567907,0.8194543382647743,-2.616712337276855,0.004439056304131762
2020-01-03,TSLA,106894.75051341679,0.8275705560273986,-2.615239539506307,0.0044582448984379144
2020-01-06,TSLA,108790.76019782947,0.8253571771582207,-2.6457711567801967,0.004075246721433971
2020-01-07,TSLA,112681.78176216265,0.8270485903750113,-2.681160621033879,0.0036683645653662216
2020-01-08,TSLA,117803.3638998971,0.8365729886574679,-2.6941781731731957,0.0035281216673626356
2020-01-09,TSLA,115409.60110963279,0.8285374852582107,-2.703604180740929,0.0034295971082463554
2020-01-10,TSLA,114711.55856182749,0.8246002149151245,-2.713102707999249,0.00333282216283303
2020-01-13,TSLA,125054.32628820979,0.832805045828827,-2.78174728258822,0.0027033561787047264
2020-01-14,TSLA,127947.30988204422,0.8354344875610612,-2.7977420409020493,0.002573059698703766
2020-01-15,TSLA,123657.55763093139,0.8335066295720063,-2.7652287610664783,0.002844144457532496
2020-01-16,TSLA,122527.79281582926,0.8328562805472297,-2.756898384671189,0.00291762410856075
2020-01-17,TSLA,121862.96138182488,0.829250003002679,-2.7659407852097186,0.002837942010738366
2020-01-21,TSLA,130010.81834296513,0.8355707802312352,-2.8160575961302445,0.0024308474992385896
2020-01-22,TSLA,134964.07729525826,0.8590782857447787,-2.759338677141072,0.0028959237807533534
2020-01-23,TSLA,135563.64381595107,0.857634819623534,-2.7704793135383823,0.002798692780650787
2020-01-24,TSLA,133901.773406356,0.8456083994724837,-2.8074067829358524,0.0024971065886371857
2020-01-27,TSLA,132405.7916006445,0.8386587109354058,-2.8242527983099888,0.002369549486830857
2020-01-28,TSLA,134368.25360363934,0.8448566097057106,-2.8146550091791633,0.0024414811131960885
2020-01-29,TSLA,137493.3083268466,0.857245461090062,-2.7884981718490836,0.0026476523149150982
2020-01-30,TSLA,150761.38461777725,0.8593667050014318,-2.88669529955615,0.001946555244366401
2020-01-31,TSLA,152923.1486319469,0.8693048653261193,-2.8600749467222837,0.002117704500630434
2020-02-03,TSLA,177459.99999999997,1.1999999999999997,-1.9107768946283266,0.028016629092444914
2020-02-04,TSLA,177459.99999999997,1.1999999999999997,-1.9107768946283266,0.028016629092444914
